1	813468	813470	6
1	3383745	3383747	3
1	6157646	6157648	3
1	24793116	24793118	9
1	39246538	39246540	9
1	41415590	41415592	1
1	52316486	52316488	6
1	66056975	66056977	9
1	72657647	72657649	8
1	80625842	80625844	6
1	85112025	85112027	1
1	85207983	85207985	1
1	88004433	88004435	9
1	112070856	112070858	10
1	112365872	112365874	6
1	113308938	113308940	3
1	120194636	120194638	2
1	141571796	141571798	1
1	141803571	141803573	6
1	142120160	142120162	4
1	142362220	142362222	4
1	142383353	142383355	8
1	143240681	143240683	2
1	143329760	143329762	10
1	143785687	143785689	1
1	144951049	144951051	1
1	146319334	146319336	10
1	147993238	147993240	1
1	155927453	155927455	7
1	163526302	163526304	2
1	164844158	164844160	5
1	173886831	173886833	6
1	176377356	176377358	7
1	179610450	179610452	9
1	190307395	190307397	1
1	209346610	209346612	1
1	209759151	209759153	7
1	220929534	220929536	8
1	222270212	222270214	7
1	240529023	240529025	7
2	8956360	8956362	10
2	15706158	15706160	1
2	21801749	21801751	9
2	37817980	37817982	1
2	41778231	41778233	1
2	51260400	51260402	3
2	52210884	52210886	6
2	70512056	70512058	5
2	73383455	73383457	8
2	83220055	83220057	5
2	83775838	83775840	6
2	89230829	89230831	2
2	89926971	89926973	1
2	91393087	91393089	2
2	106638999	106639001	7
2	121293019	121293021	2
2	131745430	131745432	4
2	132727326	132727328	3
2	132727571	132727573	7
2	151916436	151916438	4
2	164383896	164383898	7
2	185766256	185766258	6
2	187954557	187954559	4
2	188796309	188796311	6
2	190496767	190496769	4
2	198262119	198262121	4
2	209784027	209784029	3
2	210067668	210067670	2
2	212234866	212234868	1
2	236742281	236742283	6
3	19222664	19222666	1
3	27900891	27900893	1
3	41343757	41343759	5
3	59229992	59229994	6
3	60749879	60749881	4
3	70343402	70343404	6
3	70809457	70809459	7
3	75354517	75354519	4
3	75762249	75762251	3
3	75775580	75775582	4
3	75797509	75797511	5
3	75822398	75822400	5
3	75867894	75867896	2
3	75907841	75907843	7
3	75931958	75931960	1
3	75976660	75976662	10
3	80154740	80154742	4
3	97252803	97252805	5
3	100442091	100442093	1
3	150881052	150881054	8
3	156051127	156051129	6
3	175591868	175591870	5
3	176613623	176613625	1
3	177525079	177525081	6
3	196926499	196926501	10
3	199331217	199331219	9
4	4042817	4042819	7
4	4121648	4121650	9
4	4910317	4910319	8
4	5759037	5759039	6
4	9591970	9591972	5
4	11436023	11436025	7
4	16461668	16461670	5
4	28965159	28965161	2
4	29635239	29635241	7
4	33521236	33521238	10
4	41912572	41912574	6
4	62292656	62292658	4
4	63892306	63892308	10
4	66972745	66972747	9
4	91788505	91788507	7
4	96616454	96616456	9
4	122370482	122370484	5
4	135153353	135153355	7
4	137304989	137304991	10
4	148720137	148720139	4
4	151164545	151164547	5
4	155283830	155283832	2
4	159657680	159657682	3
4	164862787	164862789	6
4	179129081	179129083	5
4	182615197	182615199	10
4	185297753	185297755	8
4	188447335	188447337	1
4	189098992	189098994	4
4	189171550	189171552	4
4	189318060	189318062	5
4	191192759	191192761	1
5	29465043	29465045	8
5	34208641	34208643	10
5	40910756	40910758	9
5	46405680	46405682	1
5	49494137	49494139	4
5	53182412	53182414	10
5	90140763	90140765	5
5	100156069	100156071	7
5	117267989	117267991	7
5	125005857	125005859	2
5	130417962	130417964	4
5	130436804	130436806	5
5	138362117	138362119	3
5	153293711	153293713	2
5	157380550	157380552	10
5	163215118	163215120	9
5	164642034	164642036	7
5	175428223	175428225	3
5	176456476	176456478	6
5	177291473	177291475	7
6	4457765	4457767	7
6	13753038	13753040	10
6	30086077	30086079	8
6	31404754	31404756	4
6	32834998	32835000	4
6	35968447	35968449	1
6	57430616	57430618	9
6	57601455	57601457	8
6	57651403	57651405	1
6	57702085	57702087	3
6	70982332	70982334	1
6	76608637	76608639	9
6	77260904	77260906	7
6	82051223	82051225	5
6	86397792	86397794	8
6	87189158	87189160	10
6	91062283	91062285	8
6	98804967	98804969	3
6	103251501	103251503	4
6	116881196	116881198	5
6	118765282	118765284	1
6	142632295	142632297	3
6	143936418	143936420	6
6	165595033	165595035	3
6	168989130	168989132	10
6	169502556	169502558	2
7	7001125	7001127	9
7	36051858	36051860	3
7	46965638	46965640	6
7	51903570	51903572	7
7	57136969	57136971	5
7	57609565	57609567	6
7	57623516	57623518	2
7	57731280	57731282	10
7	57736379	57736381	10
7	57738082	57738084	9
7	57738536	57738538	8
7	57743631	57743633	5
7	57860358	57860360	10
7	61077777	61077779	5
7	61411418	61411420	8
7	61437916	61437918	3
7	61462687	61462689	8
7	62690759	62690761	6
7	70840421	70840423	10
7	73249806	73249808	2
7	85138004	85138006	7
7	100402101	100402103	5
7	123911953	123911955	1
7	139784783	139784785	10
7	141390027	141390029	1
7	146503088	146503090	10
7	153388055	153388057	9
8	961620	961622	10
8	6077499	6077501	4
8	8137113	8137115	10
8	12353412	12353414	5
8	14301403	14301405	5
8	39502901	39502903	2
8	42773115	42773117	5
8	47425394	47425396	9
8	58883757	58883759	4
8	63069911	63069913	10
8	89795607	89795609	8
8	117257373	117257375	1
8	122001459	122001461	1
8	124329444	124329446	1
8	134219066	134219068	10
8	138328190	138328192	4
8	143301737	143301739	7
8	144891892	144891894	9
8	146270199	146270201	4
9	37244850	37244852	2
9	43794368	43794370	3
9	44011233	44011235	8
9	66450372	66450374	5
9	67847801	67847803	2
9	67869145	67869147	1
9	67885585	67885587	1
9	67981418	67981420	8
9	68297454	68297456	10
9	69167689	69167691	6
9	81010721	81010723	8
9	81927986	81927988	1
9	99300982	99300984	2
9	104362724	104362726	10
9	123617368	123617370	6
9	126049511	126049513	8
9	140167068	140167070	8
9	140191016	140191018	1
10	1609425	1609427	4
10	3211821	3211823	4
10	5332050	5332052	7
10	6879625	6879627	1
10	12705504	12705506	9
10	20869280	20869282	8
10	39077527	39077529	4
10	39154056	39154058	10
10	41927504	41927506	9
10	41930236	41930238	3
10	41987234	41987236	10
10	41988915	41988917	9
10	41989602	41989604	5
10	42088623	42088625	1
10	79100451	79100453	8
10	90497537	90497539	10
10	110653645	110653647	10
10	111589804	111589806	4
10	113781224	113781226	2
10	120967576	120967578	9
10	121635730	121635732	3
11	346536	346538	9
11	1403231	1403233	4
11	23170480	23170482	5
11	28959796	28959798	8
11	30414167	30414169	1
11	41886729	41886731	6
11	50726304	50726306	8
11	56212540	56212542	3
11	67463084	67463086	10
11	67503547	67503549	9
11	71144661	71144663	5
11	71590346	71590348	3
11	98248038	98248040	2
11	102444756	102444758	9
11	106085903	106085905	9
11	113929771	113929773	10
11	132170220	132170222	10
11	132217088	132217090	6
12	6007310	6007312	8
12	6070029	6070031	1
12	25190800	25190802	2
12	34695432	34695434	6
12	38393344	38393346	10
12	46134786	46134788	8
12	65204257	65204259	6
12	69408408	69408410	3
12	77358388	77358390	4
12	86261251	86261253	6
12	86875180	86875182	10
12	96128991	96128993	4
12	104694466	104694468	5
12	105812734	105812736	3
12	118624357	118624359	3
12	120153171	120153173	7
12	123371212	123371214	8
13	18227324	18227326	1
13	28837631	28837633	2
13	52643404	52643406	6
13	62500770	62500772	8
13	85385926	85385928	1
13	86550301	86550303	4
13	112540005	112540007	3
13	113846191	113846193	6
14	18129200	18129202	7
14	18815939	18815941	9
14	33744721	33744723	9
14	42753610	42753612	6
14	55371804	55371806	1
14	59528259	59528261	5
14	81997564	81997566	3
14	85531705	85531707	8
14	105399752	105399754	2
14	105553187	105553189	6
14	105734796	105734798	3
15	18344610	18344612	2
15	19335302	19335304	10
15	51851794	51851796	1
15	52354395	52354397	6
15	53552859	53552861	6
15	59264882	59264884	1
15	60195077	60195079	3
15	82743162	82743164	7
15	85223152	85223154	3
15	87687954	87687956	7
15	92835358	92835360	9
15	96031770	96031772	5
16	5281978	5281980	6
16	13713363	13713365	10
16	14383671	14383673	5
16	16889207	16889209	7
16	18259417	18259419	9
16	21298246	21298248	9
16	32433511	32433513	9
16	32738055	32738057	5
16	33453284	33453286	8
16	33843681	33843683	7
16	33855415	33855417	4
16	33857128	33857130	5
16	33858751	33858753	2
16	33863559	33863561	1
16	33868887	33868889	4
16	33889231	33889233	6
16	50019642	50019644	4
16	57956189	57956191	9
16	73130009	73130011	6
16	77160701	77160703	6
16	78296248	78296250	2
16	82545521	82545523	5
16	85161493	85161495	10
16	86330285	86330287	9
17	1686177	1686179	3
17	15337807	15337809	6
17	16043074	16043076	5
17	21332544	21332546	2
17	21447112	21447114	2
17	24685923	24685925	4
17	26010114	26010116	3
17	29150611	29150613	5
17	30734020	30734022	5
17	45182881	45182883	6
17	55440215	55440217	10
17	66446006	66446008	1
17	67654655	67654657	3
17	71847794	71847796	1
18	52374	52376	3
18	57141	57143	10
18	6835673	6835675	7
18	14245170	14245172	2
18	15280202	15280204	2
18	34399787	34399789	5
18	35978507	35978509	1
