1	764788	87109267	2.5
1	87109268	120217058	2
1	144101324	222713034	4
1	222713035	222867750	6
1	222867751	247184012	4
10	92786	7099310	2
10	7099311	33427378	2.5
10	33427379	89691534	2
10	89691535	89701721	0
10	89701722	135297521	2
11	1067507	36304040	2.5
11	36304041	49000314	3
11	49000315	49015931	2
11	49038693	77297651	3
11	77333844	77348109	2
11	77348110	80464410	3
11	80464411	80771230	2
11	80771231	85686828	3
11	85707807	134442816	2.5
12	1035195	7837046	3
12	7837047	7876214	2
12	7876215	8261719	3
12	8283380	8322357	2
12	8402555	31102644	3
12	31164465	31245446	2
12	31245447	62211053	3
12	62211054	62395970	2
12	62430690	113009964	3
12	113009965	113104104	4
12	113104105	131270601	3
13	18928015	113089128	3
14	19504384	21909583	3
14	21909584	22073928	4
14	22073929	105341040	3
15	20308857	20600490	4
15	20600491	20772995	3
15	21175042	21213381	4
15	21237833	21259475	5
15	21269539	21382109	6
15	21382110	21542809	4
15	21542810	82601861	2
15	82601862	82614725	4
15	82709578	82738893	3
15	82876689	100220766	4
16	29267	33762167	3.5
16	34058023	57183253	2
16	57183254	57222570	0
16	57222571	77487698	2
16	77487699	77652412	1
16	77652413	87812159	2
17	38	15355069	3
17	15377683	15493209	2
17	15493210	15510734	3
17	15510735	15695683	2
17	15723414	18222751	3
17	18473046	18693407	2
17	18693408	20471849	3
17	20471850	20490413	2
17	20542348	27291551	3
17	27291552	27338474	2
17	27338475	40876647	3
17	40876648	40932406	2
17	41064175	42898493	3
17	42932711	43025968	2
17	43025969	51060146	3
17	51060147	51161231	4
17	51161232	57882551	3
17	57882552	57941749	2
17	57941750	60216795	3
17	60216796	60279868	2
17	60353616	77553076	3
17	77553077	77579099	4
17	77598428	77635652	3
18	50544	9859059	2
18	9859060	76116310	2.5
19	1021378	14254865	3
19	14254866	14272274	2
19	14272275	59405611	3
19	59428586	59444013	2
19	59444014	62796585	3
2	9466	61960135	3
2	61960136	62010354	2
2	62010355	97549275	3
2	97549276	97614799	2
2	97614800	108699016	3
2	108699017	108744387	2
2	108744388	112185583	3
2	112306575	112325579	2
2	112349726	130499687	3
2	130619437	130638842	2
2	130638843	130660680	3
2	130682628	130701607	2
2	130701608	131900016	3
2	131920748	131957494	2
2	131957495	131975400	3
2	131975401	131994669	2
2	132016729	132332306	3
2	132332307	132404484	2
2	132404485	218170221	3
2	218170222	218301796	4
2	218301797	224598117	3
2	224598118	224795758	4
2	224795759	241740316	3
20	1018505	14910835	4
20	14910836	14948101	3
20	14948102	14961101	2
20	14961102	38808856	4
20	38808857	38960912	5
20	38960913	62379890	4
21	14304884	14319850	2
21	14319851	46917267	3
22	15352921	15429033	4
22	15450227	15500095	5
22	15681547	19364176	4
22	19364177	19404938	3
22	19404939	20927323	4
22	20970020	21000369	3
22	21000370	23321696	4
22	23343494	23404453	3
22	23404454	31431172	4
22	31431173	31594685	5
22	31594686	32088745	4
22	32088746	32170337	3
22	32170338	48579317	4
3	1045777	24541025	2
3	24541026	25305836	10
3	25305837	25373573	12
3	25374638	26406440	8
3	26408087	26640121	12
3	26640122	47750492	4
3	47750493	47817341	3
3	47817342	48883817	4
3	48883818	48923335	3
3	48942803	60107246	4
3	60107247	60179231	3
3	60179232	60846362	4
3	60846363	60987320	3
3	60987321	64040044	4
3	64040045	64266363	5
3	64285434	125251486	4
3	125251487	125456654	5
3	125456655	127048011	4
3	127048012	127137299	3
3	127137300	131217795	4
3	131289127	131321274	3
3	131414373	198427397	4
4	63094	9730611	2
4	9730612	9941735	3
4	9941736	33514496	2
4	33514497	33526528	3
4	33545748	48344650	2
4	53365007	78335627	4
4	78335628	78562936	5
4	78562937	119556076	4
4	119591121	119722808	3
4	119722809	120478970	4
4	120478971	120612916	3
4	120612917	129151451	4
4	129151452	129263449	3
4	129263450	145013800	4
4	145042571	145193084	3
4	145193085	190245936	4
5	1087458	28825723	2
5	28849489	28999028	1
5	28999029	179827175	2
6	1015323	26768320	4
6	26866215	65356325	3.5
6	65356326	169886713	2.5
7	1045838	5128363	4
7	5128364	5183488	3
7	5183489	5240712	4
7	5240713	5336018	3
7	5336019	5792402	4
7	5792403	6018550	3
7	6018551	6287183	4
7	6287184	6382587	3
7	6382588	6737821	4
7	6737822	6947307	3
7	6947308	104271635	4
7	104271636	104399099	6
7	104399100	125534679	4
7	125534680	125886293	2
7	125886294	125955706	4
7	125955707	127889222	6
7	127889223	128060732	5
7	128091436	143498060	6
7	143715616	149214118	4
7	149282403	149634842	3
7	149634843	150379155	4
7	150379156	158771189	2
8	153201	146262658	3.5
9	200871	28050245	2
9	28050246	28147619	1
9	28147620	30330083	2
9	30330084	140139368	3.5
X	105073	114046817	1
X	114112404	114299959	2
X	114376344	154884814	1
